track_id,lesson_id,level_id,topic_id,track,topic,subtopic,level,content_type,video_1,video_2,video_3,article_url,duration_minutes,description_en,project_idea
TRK-001,L0014,LVL-001,FE-T02,frontend,CSS,What is CSS and How It Connects to HTML,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://developer.mozilla.org/en-US/docs/Learn/CSS/First_steps,40,Introduction to CSS,
TRK-001,L0015,LVL-001,FE-T02,frontend,CSS,"Selectors: element, class, id",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://web.dev/learn/css/selectors,35,Explaining CSS selectors,
TRK-001,L0016,LVL-001,FE-T02,frontend,CSS,"Advanced Selectors: combinators, pseudo-classes",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,35,Explaining advanced selectors,
TRK-001,L0017,LVL-001,FE-T02,frontend,CSS,"Colors: color, background-color, opacity",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining colors and backgrounds,
TRK-001,L0018,LVL-001,FE-T02,frontend,CSS,"Typography: font-family, size, weight, line-height",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,40,Explaining typography and fonts,
TRK-001,L0019,LVL-001,FE-T02,frontend,CSS,"Box Model: margin, padding, border, width, height",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://web.dev/learn/css/box-model,30,Explaining the box model,
TRK-001,L0020,LVL-001,FE-T02,frontend,CSS,"Display: block, inline, inline-block, none",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,35,Explaining the display property,
TRK-001,L0021,LVL-001,FE-T02,frontend,CSS,"Position: static, relative, absolute, fixed, sticky",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://web.dev/learn/css/layout,45,Explaining positioning,
TRK-001,L0022,LVL-001,FE-T02,frontend,CSS,Complete Flexbox: container and items,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://css-tricks.com/snippets/css/a-guide-to-flexbox,55,Explaining Flexbox layout,
TRK-001,L0023,LVL-001,FE-T02,frontend,CSS,"Complete CSS Grid: rows, columns, areas",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://css-tricks.com/snippets/css/complete-guide-grid,50,Explaining CSS Grid layout,
TRK-001,L0024,LVL-001,FE-T02,frontend,CSS,Responsive Design: Media Queries,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://web.dev/learn/design/media-queries,45,Explaining responsive design,
TRK-001,L0025,LVL-001,FE-T02,frontend,CSS,Mobile First Approach,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining mobile first approach,
TRK-001,L0026,LVL-001,FE-T02,frontend,CSS,Basic Transitions and Animations,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://web.dev/learn/css/animations,40,Explaining animations and transitions,
TRK-001,L0027,LVL-001,FE-T02,frontend,CSS,"Pseudo-classes: hover, focus, active",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining pseudo-classes,
TRK-001,L0028,LVL-001,FE-T02,frontend,CSS,"Pseudo-elements: before, after",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,25,Explaining pseudo-elements,
TRK-001,L0029,LVL-001,FE-T02,frontend,CSS,Project: Full Portfolio Page with HTML & CSS,beginner,project,▶ Video 1,▶ Video 2,▶ Video 3,,90,Portfolio page project,
TRK-001,L0030,LVL-001,FE-T02,frontend,CSS,Article: CSS Tricks Almanac,beginner,article,,▶ Video 2,▶ Video 3,https://css-tricks.com/almanac,0,Reference for all CSS properties,
TRK-001,L0031,LVL-001,FE-T03,frontend,JavaScript,What is JavaScript and Why We Use It,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/intro,40,Introduction to JavaScript,
TRK-001,L0032,LVL-001,FE-T03,frontend,JavaScript,How to Add JS to a Page: script tag,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,25,Explaining how to add JS to a page,
TRK-001,L0033,LVL-001,FE-T03,frontend,JavaScript,"Variables: var, let, const and the Difference Between Them",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/variables,40,Explaining variables,
TRK-001,L0034,LVL-001,FE-T03,frontend,JavaScript,"Data Types: string, number, boolean, null, undefined",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/types,40,Explaining categorical vs numerical data,
TRK-001,L0035,LVL-001,FE-T03,frontend,JavaScript,Type Conversion and Coercion,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining type conversion and coercion,
TRK-001,L0036,LVL-001,FE-T03,frontend,JavaScript,"Operators: arithmetic, comparison, logical",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/operators,40,Explaining operators and expressions,
TRK-001,L0037,LVL-001,FE-T03,frontend,JavaScript,"Conditions: if, else, switch, ternary operator",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/ifelse,35,Explaining conditionals,
TRK-001,L0038,LVL-001,FE-T03,frontend,JavaScript,"Loops: for, while, do-while",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/while-for,40,Explaining loops,
TRK-001,L0039,LVL-001,FE-T03,frontend,JavaScript,"Functions: declaration, expression",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/function-basics,50,Explaining functions,
TRK-001,L0040,LVL-001,FE-T03,frontend,JavaScript,Arrow Functions,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/arrow-functions-basics,30,Explaining arrow functions,
TRK-001,L0041,LVL-001,FE-T03,frontend,JavaScript,"Scope: local, global, block",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/closure,35,Explaining scope,
TRK-001,L0042,LVL-001,FE-T03,frontend,JavaScript,Arrays: Creation and Basic Operations,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/array,45,Explaining arrays,
TRK-001,L0043,LVL-001,FE-T03,frontend,JavaScript,"Array Methods: push, pop, shift, unshift, splice",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,35,Explaining array methods,
TRK-001,L0044,LVL-001,FE-T03,frontend,JavaScript,"Objects: Creation, Properties, and Methods",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/object,45,Explaining objects,
TRK-001,L0045,LVL-001,FE-T03,frontend,JavaScript,"Loops on Arrays and Objects: for-of, for-in",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining for-of and for-in loops,
TRK-001,L0046,LVL-001,FE-T03,frontend,JavaScript,"String Methods: slice, split, join, replace",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/string,35,Explaining string methods,
TRK-001,L0047,LVL-001,FE-T03,frontend,JavaScript,Math Object and Date Object,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining Math and Date objects,
TRK-001,L0048,LVL-001,FE-T03,frontend,JavaScript,"DOM: Selecting Elements: querySelector, getElementById",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/document,50,Explaining DOM selection,
TRK-001,L0049,LVL-001,FE-T03,frontend,JavaScript,DOM: Modifying Content and Styles,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,40,Explaining DOM manipulation,
TRK-001,L0050,LVL-001,FE-T03,frontend,JavaScript,"DOM: Events: click, submit, keypress",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/introduction-browser-events,45,Explaining React event handling,
TRK-001,L0051,LVL-001,FE-T03,frontend,JavaScript,Project: Calculator App,beginner,project,▶ Video 1,▶ Video 2,▶ Video 3,,60,Calculator app project,
TRK-001,L0052,LVL-001,FE-T03,frontend,JavaScript,Article: Complete JavaScript.info,beginner,article,,▶ Video 2,▶ Video 3,https://javascript.info,0,Best free JavaScript reference,
TRK-001,L0053,LVL-001,FE-T04,frontend,Git,What is Version Control and the Problem Without It,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://git-scm.com/book/en/v2/Getting-Started-About-Version-Control,30,Introduction to Git,
TRK-001,L0054,LVL-001,FE-T04,frontend,Git,Installing Git and Setup: config name email,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,20,Explaining Git installation and setup,
TRK-001,L0055,LVL-001,FE-T04,frontend,Git,"Basic Commands: init, status, add, commit",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://git-scm.com/book/en/v2,45,Explaining basic Git commands,
TRK-001,L0056,LVL-001,FE-T04,frontend,Git,log and diff: Viewing History,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,25,Explaining git log and diff,
TRK-001,L0057,LVL-001,FE-T04,frontend,Git,Branching: Creating and Switching Branches,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://git-scm.com/book/en/v2/Git-Branching-Branches-in-a-Nutshell,35,Explaining branching,
TRK-001,L0058,LVL-001,FE-T04,frontend,Git,Merging: Combining Branches,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining DataFrame merging,
TRK-001,L0059,LVL-001,FE-T04,frontend,Git,GitHub: Creating a Repo and Uploading Projects with push/pull,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://docs.github.com/en/get-started,45,Explaining GitHub basics,
TRK-001,L0060,LVL-001,FE-T04,frontend,Git,Article: Official Git Cheat Sheet from GitHub,beginner,article,,▶ Video 2,▶ Video 3,https://education.github.com/git-cheat-sheet-education.pdf,0,Git commands cheat sheet,
TRK-001,L0061,LVL-001,FE-T10,frontend,Tooling,Setting Up the Dev Environment: VS Code and Key Extensions,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://code.visualstudio.com/docs,30,Explaining VS Code setup,
TRK-001,L0062,LVL-001,FE-T10,frontend,Tooling,"Browser DevTools: Elements, Console, Network",beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://developer.chrome.com/docs/devtools,40,Explaining browser DevTools,
TRK-001,L0063,LVL-001,FE-T10,frontend,Tooling,What is npm and How to Use It,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://docs.npmjs.com/about-npm,30,Explaining npm package manager,
TRK-001,L0064,LVL-001,FE-T10,frontend,Tooling,What is Vite and How to Start a Project with It,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://vitejs.dev/guide,25,Explaining Vite build tool,
TRK-001,L0065,LVL-001,FE-T10,frontend,Tooling,Prettier: Automatic Code Formatting,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://prettier.io/docs/en/index.html,20,Explaining Prettier formatter,
TRK-001,L0066,LVL-001,FE-T10,frontend,Tooling,ESLint: Error Detection,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://eslint.org/docs/user-guide/getting-started,25,Explaining ESLint linter,
TRK-001,L0067,LVL-001,FE-T10,frontend,Tooling,What is the Terminal and Key Commands,beginner,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining terminal basics,
TRK-001,L0068,LVL-001,FE-T10,frontend,Tooling,Article: frontend Developer Roadmap,beginner,article,,▶ Video 2,▶ Video 3,https://roadmap.sh/frontend,0,frontend developer roadmap,
TRK-001,L0069,LVL-002,FE-T02,frontend,CSS,CSS Variables: Creating and Using Custom Properties,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://developer.mozilla.org/en-US/docs/Web/CSS/Using_CSS_custom_properties,35,Explaining CSS custom properties,
TRK-001,L0070,LVL-002,FE-T02,frontend,CSS,CSS Animations: keyframes animation properties,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://web.dev/learn/css/animations,40,Explaining CSS animations,
TRK-001,L0071,LVL-002,FE-T02,frontend,CSS,CSS Transitions: transition timing functions,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining CSS transitions,
TRK-001,L0072,LVL-002,FE-T02,frontend,CSS,Sass/SCSS: Variables Nesting Mixins Extends,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://sass-lang.com/guide,50,Explaining Sass and SCSS,
TRK-001,L0073,LVL-002,FE-T02,frontend,CSS,BEM Methodology: Block Element Modifier,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://getbem.com/introduction,30,Explaining BEM methodology,
TRK-001,L0074,LVL-002,FE-T02,frontend,CSS,CSS Architecture: How to Organize CSS Files,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining CSS architecture,
TRK-001,L0075,LVL-002,FE-T02,frontend,CSS,Tailwind CSS: Introduction and Basics,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://tailwindcss.com/docs,50,Explaining Tailwind CSS basics,
TRK-001,L0076,LVL-002,FE-T02,frontend,CSS,Tailwind CSS: Responsive and Custom Config,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,40,Explaining Tailwind responsive and config,
TRK-001,L0077,LVL-002,FE-T02,frontend,CSS,Project: Professional Landing Page with Sass + BEM,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,90,Responsive landing page project,
TRK-001,L0078,LVL-002,FE-T02,frontend,CSS,Project: Dark/Light Mode Toggle with CSS Variables,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,50,Dark mode toggle project,
TRK-001,L0079,LVL-002,FE-T03,frontend,JavaScript,ES6+: Destructuring Assignment,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/destructuring-assignment,35,Explaining destructuring assignment,
TRK-001,L0080,LVL-002,FE-T03,frontend,JavaScript,ES6+: Spread & Rest Operators,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/rest-parameters-spread,30,Explaining spread and rest operators,
TRK-001,L0081,LVL-002,FE-T03,frontend,JavaScript,ES6+: Template Literals,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/string#template-literals,20,Explaining template literals,
TRK-001,L0082,LVL-002,FE-T03,frontend,JavaScript,ES6+: Optional Chaining & Nullish Coalescing,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/optional-chaining,25,Explaining optional chaining,
TRK-001,L0083,LVL-002,FE-T03,frontend,JavaScript,Array Methods: map filter reduce,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/array-methods,50,"Explaining map, filter, and reduce",
TRK-001,L0084,LVL-002,FE-T03,frontend,JavaScript,Array Methods: find findIndex some every flat,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,35,"Explaining find, some, every, flat",
TRK-001,L0085,LVL-002,FE-T03,frontend,JavaScript,Closures in Detail with Practical Examples,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/closure,45,Explaining closures in depth,
TRK-001,L0086,LVL-002,FE-T03,frontend,JavaScript,Higher Order Functions,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,35,Explaining higher order functions,
TRK-001,L0087,LVL-002,FE-T03,frontend,JavaScript,OOP: Classes Constructor Inheritance,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/classes,65,Explaining object-oriented programming,
TRK-001,L0088,LVL-002,FE-T03,frontend,JavaScript,OOP: Encapsulation Polymorphism,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,45,Explaining advanced OOP concepts,
TRK-001,L0089,LVL-002,FE-T03,frontend,JavaScript,Asynchronous JS: The Event Loop,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/event-loop,40,Explaining the JavaScript event loop,
TRK-001,L0090,LVL-002,FE-T03,frontend,JavaScript,Callbacks & Callback Hell,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/callbacks,35,Explaining callbacks and callback hell,
TRK-001,L0091,LVL-002,FE-T03,frontend,JavaScript,Promises: then catch finally chaining,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/promise-basics,50,Explaining promises,
TRK-001,L0092,LVL-002,FE-T03,frontend,JavaScript,Async/Await in Detail,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/async-await,45,Explaining async/await,
TRK-001,L0093,LVL-002,FE-T03,frontend,JavaScript,Fetch API: GET POST PUT DELETE,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,45,Explaining the Fetch API,
TRK-001,L0094,LVL-002,FE-T03,frontend,JavaScript,Error Handling: try catch throw custom errors,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/error-handling,35,Explaining error handling,
TRK-001,L0095,LVL-002,FE-T03,frontend,JavaScript,Modules: import export default named,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://javascript.info/modules,40,Explaining ES modules,
TRK-001,L0096,LVL-002,FE-T03,frontend,JavaScript,Local Storage & Session Storage,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,35,Explaining local and session storage,
TRK-001,L0097,LVL-002,FE-T03,frontend,JavaScript,Project: Weather App with Fetch API,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,70,Weather app project,
TRK-001,L0098,LVL-002,FE-T03,frontend,JavaScript,Project: Todo App with Local Storage,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,75,Todo app with local storage project,
TRK-001,L0099,LVL-002,FE-T03,frontend,JavaScript,Project: Dynamic Quiz App,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,80,Dynamic quiz app project,
TRK-001,L0100,LVL-002,FE-T03,frontend,JavaScript,Article: You Don't Know JS (Free Book),intermediate,article,,▶ Video 2,▶ Video 3,https://github.com/getify/You-Dont-Know-JS,0,Deep reference for JavaScript,
TRK-001,L0101,LVL-002,FE-T05,frontend,React,React: What Is It and Why We Use It,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn,40,Introduction to React,
TRK-001,L0102,LVL-002,FE-T05,frontend,React,Setting Up a React Project with Vite,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://vitejs.dev/guide,25,Explaining project setup with Vite,
TRK-001,L0103,LVL-002,FE-T05,frontend,React,JSX: Writing HTML Inside JavaScript,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/writing-markup-with-jsx,35,Explaining JSX syntax,
TRK-001,L0104,LVL-002,FE-T05,frontend,React,Components: Function Components,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/your-first-component,40,Explaining React components,
TRK-001,L0105,LVL-002,FE-T05,frontend,React,Props: Passing Data to Components,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/passing-props-to-a-component,35,Explaining React props,
TRK-001,L0106,LVL-002,FE-T05,frontend,React,State & useState: Managing Component Data,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/state-a-components-memory,50,Explaining useState hook,
TRK-001,L0107,LVL-002,FE-T05,frontend,React,Conditional Rendering: if ternary &&,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/conditional-rendering,30,Explaining conditional rendering,
TRK-001,L0108,LVL-002,FE-T05,frontend,React,Rendering Lists: map and key,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/rendering-lists,30,Explaining Python lists,
TRK-001,L0109,LVL-002,FE-T05,frontend,React,Handling Events in React,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/responding-to-events,35,Explaining React event handling,
TRK-001,L0110,LVL-002,FE-T05,frontend,React,Forms: Controlled Components,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/reacting-to-input-with-state,40,Explaining controlled form components,
TRK-001,L0111,LVL-002,FE-T05,frontend,React,useEffect: Side Effects and Lifecycle,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/synchronizing-with-effects,55,Explaining useEffect hook,
TRK-001,L0112,LVL-002,FE-T05,frontend,React,useEffect: Fetching Data from API,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/you-might-not-need-an-effect,45,Explaining data fetching in React,
TRK-001,L0113,LVL-002,FE-T05,frontend,React,useRef: Accessing DOM Elements,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/referencing-values-with-refs,30,Explaining useRef hook,
TRK-001,L0114,LVL-002,FE-T05,frontend,React,Lifting State Up: Sharing State Between Components,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/sharing-state-between-components,35,Explaining lifting state up,
TRK-001,L0115,LVL-002,FE-T05,frontend,React,Component Composition: Children Prop,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://react.dev/learn/passing-jsx-as-children,30,Explaining component composition,
TRK-001,L0116,LVL-002,FE-T05,frontend,React,React Router v6: Navigating Between Pages,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://reactrouter.com/en/main/start/tutorial,60,Explaining React Router v6,
TRK-001,L0117,LVL-002,FE-T05,frontend,React,React Router: Params & Nested Routes,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,40,Explaining params and nested routes,
TRK-001,L0118,LVL-002,FE-T05,frontend,React,Project: Movie Search App with API,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,90,Movie search app project,
TRK-001,L0119,LVL-002,FE-T05,frontend,React,Project: Budget Tracker App,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,100,Budget tracker app project,
TRK-001,L0120,LVL-002,FE-T05,frontend,React,Project: Recipe Finder App,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,85,Recipe finder app project,
TRK-001,L0121,LVL-002,FE-T05,frontend,React,Project: Complete Notes App,intermediate,project,▶ Video 1,▶ Video 2,▶ Video 3,,80,Notes app project,
TRK-001,L0122,LVL-002,FE-T05,frontend,React,Article: React Official Docs - Learn,intermediate,article,,▶ Video 2,▶ Video 3,https://react.dev/learn,0,Official Python tutorial,
TRK-001,L0123,LVL-002,FE-T04,frontend,Git,Branching Strategies: Feature Branch Workflow,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://www.atlassian.com/git/tutorials/comparing-workflows,35,Explaining branching strategies,
TRK-001,L0124,LVL-002,FE-T04,frontend,Git,Merging vs Rebasing: The Difference and When to Use Each,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://www.atlassian.com/git/tutorials/merging-vs-rebasing,40,Explaining merging vs rebasing,
TRK-001,L0125,LVL-002,FE-T04,frontend,Git,Resolving Merge Conflicts,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,30,Explaining merge conflict resolution,
TRK-001,L0126,LVL-002,FE-T04,frontend,Git,Pull Requests & Code Review on GitHub,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://docs.github.com/en/pull-requests,40,Explaining pull requests and code review,
TRK-001,L0127,LVL-002,FE-T04,frontend,Git,GitHub Issues & Project Boards,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://docs.github.com/en/issues,30,Explaining GitHub issues and project boards,
TRK-001,L0128,LVL-002,FE-T04,frontend,Git,GitHub Pages: Deploy Your Projects for Free,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,https://pages.github.com,30,Explaining GitHub Pages deployment,
TRK-001,L0129,LVL-002,FE-T04,frontend,Git,.gitignore and Professional README.md,intermediate,explanation,▶ Video 1,▶ Video 2,▶ Video 3,,25,Explaining gitignore and README,
TRK-001,L0130,LVL-002,FE-T04,frontend,Git,Article: Free Pro Git Book,intermediate,article,,▶ Video 2,▶ Video 3,https://git-scm.com/book/en/v2,0,Most comprehensive free Git reference,
TRK-001,L0131,LVL-003,FE-T06,frontend,TypeScript,TypeScript: What Is It and Why We Use It,advanced,tutorial,▶ Video 1,▶ Video 2,▶ Video 3,https://www.typescriptlang.org/docs/handbook/intro.html,40,Introduction to TypeScript,
TRK-001,L0132,LVL-003,FE-T06,frontend,TypeScript,TypeScript: Basic Types & Type Annotations,advanced,tutorial,▶ Video 1,▶ Video 2,▶ Video 3,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,45,Explaining TypeScript types and annotations,
TRK-001,L0133,LVL-003,FE-T06,frontend,TypeScript,TypeScript: Interfaces & Type Aliases,advanced,tutorial,▶ Video 1,▶ Video 2,▶ Video 3,https://www.typescriptlang.org/docs/handbook/2/objects.html,40,Explaining interfaces and type aliases,
TRK-001,L0134,LVL-003,FE-T06,frontend,TypeScript,TypeScript: Union & Intersection Types,advanced,tutorial,▶ Video 1,▶ Video 2,▶ Video 3,,35,Explaining union and intersection types,
