track_id,lesson_id,level_id,topic_id,track,topic,subtopic,level,content_type,video_1,video_2,video_3,article_url,duration_minutes,description_en,project_idea
TRK-001,L0031,LVL-001,FE-T03,frontend,JavaScript,What is JavaScript and Why We Use It,beginner,explanation,https://youtu.be/W6NZfCO5SIk,https://www.youtube.com/results?search_query=JavaScript%20What%20is%20JavaScript%20and%20Why%20We%20Use%20It%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20What%20is%20JavaScript%20and%20Why%20We%20Use%20It%20Web%20Dev%20Simplified,https://javascript.info/intro,40,Introduction to JavaScript,
TRK-001,L0032,LVL-001,FE-T03,frontend,JavaScript,How to Add JS to a Page: script tag,beginner,explanation,https://youtu.be/W6NZfCO5SIk,https://www.youtube.com/results?search_query=JavaScript%20How%20to%20Add%20JS%20to%20a%20Page%3A%20script%20tag%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20How%20to%20Add%20JS%20to%20a%20Page%3A%20script%20tag%20Web%20Dev%20Simplified,,25,Explaining how to add JS to a page,
TRK-001,L0033,LVL-001,FE-T03,frontend,JavaScript,"Variables: var, let, const and the Difference Between Them",beginner,explanation,https://youtu.be/edlFjlzxkSI,https://www.youtube.com/results?search_query=JavaScript%20Variables%3A%20var%2C%20let%2C%20const%20and%20the%20Difference%20Between%20Them%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Variables%3A%20var%2C%20let%2C%20const%20and%20the%20Difference%20Between%20Them%20Web%20Dev%20Simplified,https://javascript.info/variables,40,Explaining variables,
TRK-001,L0034,LVL-001,FE-T03,frontend,JavaScript,"Data Types: string, number, boolean, null, undefined",beginner,explanation,https://youtu.be/qvPCRRbBQ3c,https://www.youtube.com/results?search_query=JavaScript%20Data%20Types%3A%20string%2C%20number%2C%20boolean%2C%20null%2C%20undefined%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Data%20Types%3A%20string%2C%20number%2C%20boolean%2C%20null%2C%20undefined%20Web%20Dev%20Simplified,https://javascript.info/types,40,Explaining categorical vs numerical data,
TRK-001,L0035,LVL-001,FE-T03,frontend,JavaScript,Type Conversion and Coercion,beginner,explanation,https://youtu.be/et0RHZoMaJ0,https://www.youtube.com/results?search_query=JavaScript%20Type%20Conversion%20and%20Coercion%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Type%20Conversion%20and%20Coercion%20Web%20Dev%20Simplified,,30,Explaining type conversion and coercion,
TRK-001,L0036,LVL-001,FE-T03,frontend,JavaScript,"Operators: arithmetic, comparison, logical",beginner,explanation,https://youtu.be/UznxKUHlS4g,https://www.youtube.com/results?search_query=JavaScript%20Operators%3A%20arithmetic%2C%20comparison%2C%20logical%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Operators%3A%20arithmetic%2C%20comparison%2C%20logical%20Web%20Dev%20Simplified,https://javascript.info/operators,40,Explaining operators and expressions,
TRK-001,L0037,LVL-001,FE-T03,frontend,JavaScript,"Conditions: if, else, switch, ternary operator",beginner,explanation,https://youtu.be/IsG4Xd6LlsM,https://www.youtube.com/results?search_query=JavaScript%20Conditions%3A%20if%2C%20else%2C%20switch%2C%20ternary%20operator%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Conditions%3A%20if%2C%20else%2C%20switch%2C%20ternary%20operator%20Web%20Dev%20Simplified,https://javascript.info/ifelse,35,Explaining conditionals,
TRK-001,L0038,LVL-001,FE-T03,frontend,JavaScript,"Loops: for, while, do-while",beginner,explanation,https://youtu.be/s9wW2PpJsmQ,https://www.youtube.com/results?search_query=JavaScript%20Loops%3A%20for%2C%20while%2C%20do-while%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Loops%3A%20for%2C%20while%2C%20do-while%20Web%20Dev%20Simplified,https://javascript.info/while-for,40,Explaining loops,
TRK-001,L0039,LVL-001,FE-T03,frontend,JavaScript,"Functions: declaration, expression",beginner,explanation,https://youtu.be/xUI5Tsl2JpY,https://www.youtube.com/results?search_query=JavaScript%20Functions%3A%20declaration%2C%20expression%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Functions%3A%20declaration%2C%20expression%20Web%20Dev%20Simplified,https://javascript.info/function-basics,50,Explaining functions,
TRK-001,L0040,LVL-001,FE-T03,frontend,JavaScript,Arrow Functions,beginner,explanation,https://youtu.be/h33Srr5J9nY,https://www.youtube.com/results?search_query=JavaScript%20Arrow%20Functions%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Arrow%20Functions%20Web%20Dev%20Simplified,https://javascript.info/arrow-functions-basics,30,Explaining arrow functions,
TRK-001,L0041,LVL-001,FE-T03,frontend,JavaScript,"Scope: local, global, block",beginner,explanation,https://youtu.be/TkFN6e9ZDMw,https://www.youtube.com/results?search_query=JavaScript%20Scope%3A%20local%2C%20global%2C%20block%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Scope%3A%20local%2C%20global%2C%20block%20Web%20Dev%20Simplified,https://javascript.info/closure,35,Explaining scope,
TRK-001,L0042,LVL-001,FE-T03,frontend,JavaScript,Arrays: Creation and Basic Operations,beginner,explanation,https://youtu.be/oigfaZ5ApsM,https://www.youtube.com/results?search_query=JavaScript%20Arrays%3A%20Creation%20and%20Basic%20Operations%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Arrays%3A%20Creation%20and%20Basic%20Operations%20Web%20Dev%20Simplified,https://javascript.info/array,45,Explaining arrays,
TRK-001,L0043,LVL-001,FE-T03,frontend,JavaScript,"Array Methods: push, pop, shift, unshift, splice",beginner,explanation,https://youtu.be/R8RkZGqDFU0,https://www.youtube.com/results?search_query=JavaScript%20Array%20Methods%3A%20push%2C%20pop%2C%20shift%2C%20unshift%2C%20splice%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Array%20Methods%3A%20push%2C%20pop%2C%20shift%2C%20unshift%2C%20splice%20Web%20Dev%20Simplified,,35,Explaining array methods,
TRK-001,L0044,LVL-001,FE-T03,frontend,JavaScript,"Objects: Creation, Properties, and Methods",beginner,explanation,https://youtu.be/X0ipw1k7ygU,https://www.youtube.com/results?search_query=JavaScript%20Objects%3A%20Creation%2C%20Properties%2C%20and%20Methods%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Objects%3A%20Creation%2C%20Properties%2C%20and%20Methods%20Web%20Dev%20Simplified,https://javascript.info/object,45,Explaining objects,
TRK-001,L0045,LVL-001,FE-T03,frontend,JavaScript,"Loops on Arrays and Objects: for-of, for-in",beginner,explanation,https://youtu.be/a3KHBqH7njs,https://www.youtube.com/results?search_query=JavaScript%20Loops%20on%20Arrays%20and%20Objects%3A%20for-of%2C%20for-in%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Loops%20on%20Arrays%20and%20Objects%3A%20for-of%2C%20for-in%20Web%20Dev%20Simplified,,30,Explaining for-of and for-in loops,
TRK-001,L0046,LVL-001,FE-T03,frontend,JavaScript,"String Methods: slice, split, join, replace",beginner,explanation,https://youtu.be/LiuzigJldNo,https://www.youtube.com/results?search_query=JavaScript%20String%20Methods%3A%20slice%2C%20split%2C%20join%2C%20replace%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20String%20Methods%3A%20slice%2C%20split%2C%20join%2C%20replace%20Web%20Dev%20Simplified,https://javascript.info/string,35,Explaining string methods,
TRK-001,L0047,LVL-001,FE-T03,frontend,JavaScript,Math Object and Date Object,beginner,explanation,https://youtu.be/FRmCxj9K7II,https://www.youtube.com/results?search_query=JavaScript%20Math%20Object%20and%20Date%20Object%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Math%20Object%20and%20Date%20Object%20Web%20Dev%20Simplified,,30,Explaining Math and Date objects,
TRK-001,L0048,LVL-001,FE-T03,frontend,JavaScript,"DOM: Selecting Elements: querySelector, getElementById",beginner,explanation,https://youtu.be/5fb2aPlgoys,https://www.youtube.com/results?search_query=JavaScript%20DOM%3A%20Selecting%20Elements%3A%20querySelector%2C%20getElementById%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20DOM%3A%20Selecting%20Elements%3A%20querySelector%2C%20getElementById%20Web%20Dev%20Simplified,https://javascript.info/document,50,Explaining DOM selection,
TRK-001,L0049,LVL-001,FE-T03,frontend,JavaScript,DOM: Modifying Content and Styles,beginner,explanation,https://youtu.be/5fb2aPlgoys,https://www.youtube.com/results?search_query=JavaScript%20DOM%3A%20Modifying%20Content%20and%20Styles%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20DOM%3A%20Modifying%20Content%20and%20Styles%20Web%20Dev%20Simplified,,40,Explaining DOM manipulation,
TRK-001,L0050,LVL-001,FE-T03,frontend,JavaScript,"DOM: Events: click, submit, keypress",beginner,explanation,https://youtu.be/XF1_MlZ5l6M,https://www.youtube.com/results?search_query=JavaScript%20DOM%3A%20Events%3A%20click%2C%20submit%2C%20keypress%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20DOM%3A%20Events%3A%20click%2C%20submit%2C%20keypress%20Web%20Dev%20Simplified,https://javascript.info/introduction-browser-events,45,Explaining React event handling,
TRK-001,L0051,LVL-001,FE-T03,frontend,JavaScript,Project: Calculator App,beginner,project,https://youtu.be/j59qQ7YWLxw,https://www.youtube.com/results?search_query=JavaScript%20Project%3A%20Calculator%20App%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Project%3A%20Calculator%20App%20Web%20Dev%20Simplified,,60,Calculator app project,
TRK-001,L0052,LVL-001,FE-T03,frontend,JavaScript,Article: Complete JavaScript.info,beginner,article,,https://www.youtube.com/results?search_query=JavaScript%20Article%3A%20Complete%20JavaScript.info%20Kevin%20Powell,https://www.youtube.com/results?search_query=JavaScript%20Article%3A%20Complete%20JavaScript.info%20Web%20Dev%20Simplified,https://javascript.info,0,Best free JavaScript reference,
TRK-001,L0053,LVL-001,FE-T04,frontend,Git,What is Version Control and the Problem Without It,beginner,explanation,https://youtu.be/RGOj5yH7evk,https://www.youtube.com/results?search_query=Git%20What%20is%20Version%20Control%20and%20the%20Problem%20Without%20It%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20What%20is%20Version%20Control%20and%20the%20Problem%20Without%20It%20Web%20Dev%20Simplified,https://git-scm.com/book/en/v2/Getting-Started-About-Version-Control,30,Introduction to Git,
TRK-001,L0054,LVL-001,FE-T04,frontend,Git,Installing Git and Setup: config name email,beginner,explanation,https://youtu.be/USjZcfj8yxE,https://www.youtube.com/results?search_query=Git%20Installing%20Git%20and%20Setup%3A%20config%20name%20email%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20Installing%20Git%20and%20Setup%3A%20config%20name%20email%20Web%20Dev%20Simplified,,20,Explaining Git installation and setup,
TRK-001,L0055,LVL-001,FE-T04,frontend,Git,"Basic Commands: init, status, add, commit",beginner,explanation,https://youtu.be/USjZcfj8yxE,https://www.youtube.com/results?search_query=Git%20Basic%20Commands%3A%20init%2C%20status%2C%20add%2C%20commit%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20Basic%20Commands%3A%20init%2C%20status%2C%20add%2C%20commit%20Web%20Dev%20Simplified,https://git-scm.com/book/en/v2,45,Explaining basic Git commands,
TRK-001,L0056,LVL-001,FE-T04,frontend,Git,log and diff: Viewing History,beginner,explanation,https://youtu.be/USjZcfj8yxE,https://www.youtube.com/results?search_query=Git%20log%20and%20diff%3A%20Viewing%20History%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20log%20and%20diff%3A%20Viewing%20History%20Web%20Dev%20Simplified,,25,Explaining git log and diff,
TRK-001,L0057,LVL-001,FE-T04,frontend,Git,Branching: Creating and Switching Branches,beginner,explanation,https://youtu.be/e2IbNHi4uCI,https://www.youtube.com/results?search_query=Git%20Branching%3A%20Creating%20and%20Switching%20Branches%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20Branching%3A%20Creating%20and%20Switching%20Branches%20Web%20Dev%20Simplified,https://git-scm.com/book/en/v2/Git-Branching-Branches-in-a-Nutshell,35,Explaining branching,
TRK-001,L0058,LVL-001,FE-T04,frontend,Git,Merging: Combining Branches,beginner,explanation,https://youtu.be/e2IbNHi4uCI,https://www.youtube.com/results?search_query=Git%20Merging%3A%20Combining%20Branches%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20Merging%3A%20Combining%20Branches%20Web%20Dev%20Simplified,,30,Explaining DataFrame merging,
TRK-001,L0059,LVL-001,FE-T04,frontend,Git,GitHub: Creating a Repo and Uploading Projects with push/pull,beginner,explanation,https://youtu.be/nhNq2kIvi9s,https://www.youtube.com/results?search_query=Git%20GitHub%3A%20Creating%20a%20Repo%20and%20Uploading%20Projects%20with%20push/pull%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20GitHub%3A%20Creating%20a%20Repo%20and%20Uploading%20Projects%20with%20push/pull%20Web%20Dev%20Simplified,https://docs.github.com/en/get-started,45,Explaining GitHub basics,
TRK-001,L0060,LVL-001,FE-T04,frontend,Git,Article: Official Git Cheat Sheet from GitHub,beginner,article,,https://www.youtube.com/results?search_query=Git%20Article%3A%20Official%20Git%20Cheat%20Sheet%20from%20GitHub%20Kevin%20Powell,https://www.youtube.com/results?search_query=Git%20Article%3A%20Official%20Git%20Cheat%20Sheet%20from%20GitHub%20Web%20Dev%20Simplified,https://education.github.com/git-cheat-sheet-education.pdf,0,Git commands cheat sheet,
TRK-001,L0061,LVL-001,FE-T10,frontend,Tooling,Setting Up the Dev Environment: VS Code and Key Extensions,beginner,explanation,https://youtu.be/VqCgcpAypFQ,https://www.youtube.com/results?search_query=Tooling%20Setting%20Up%20the%20Dev%20Environment%3A%20VS%20Code%20and%20Key%20Extensions%20Kevin%20Powell,https://www.youtube.com/results?search_query=Tooling%20Setting%20Up%20the%20Dev%20Environment%3A%20VS%20Code%20and%20Key%20Extensions%20Web%20Dev%20Simplified,https://code.visualstudio.com/docs,30,Explaining VS Code setup,
