track_id,lesson_id,level_id,topic_id,track,topic,subtopic,level,content_type,youtube_link,article_url,duration_minutes,description_en,project_idea
TRK-001,L0030,LVL-001,FE-T02,Front-End,CSS,Article: CSS Tricks Almanac,beginner,article,,https://css-tricks.com/almanac,0,Reference for all CSS properties,
TRK-001,L0031,LVL-001,FE-T03,Front-End,JavaScript,What is JavaScript and Why We Use It,beginner,explanation,https://youtu.be/W6NZfCO5SIk,https://javascript.info/intro,40,Introduction to JavaScript,
TRK-001,L0032,LVL-001,FE-T03,Front-End,JavaScript,How to Add JS to a Page: script tag,beginner,explanation,https://youtu.be/W6NZfCO5SIk,,25,Explaining how to add JS to a page,
TRK-001,L0033,LVL-001,FE-T03,Front-End,JavaScript,"Variables: var, let, const and the Difference Between Them",beginner,explanation,https://youtu.be/edlFjlzxkSI,https://javascript.info/variables,40,Explaining variables,
TRK-001,L0034,LVL-001,FE-T03,Front-End,JavaScript,"Data Types: string, number, boolean, null, undefined",beginner,explanation,https://youtu.be/qvPCRRbBQ3c,https://javascript.info/types,40,Explaining categorical vs numerical data,
TRK-001,L0035,LVL-001,FE-T03,Front-End,JavaScript,Type Conversion and Coercion,beginner,explanation,https://youtu.be/et0RHZoMaJ0,,30,Explaining type conversion and coercion,
TRK-001,L0036,LVL-001,FE-T03,Front-End,JavaScript,"Operators: arithmetic, comparison, logical",beginner,explanation,https://youtu.be/UznxKUHlS4g,https://javascript.info/operators,40,Explaining operators and expressions,
TRK-001,L0037,LVL-001,FE-T03,Front-End,JavaScript,"Conditions: if, else, switch, ternary operator",beginner,explanation,https://youtu.be/IsG4Xd6LlsM,https://javascript.info/ifelse,35,Explaining conditionals,
TRK-001,L0038,LVL-001,FE-T03,Front-End,JavaScript,"Loops: for, while, do-while",beginner,explanation,https://youtu.be/s9wW2PpJsmQ,https://javascript.info/while-for,40,Explaining loops,
TRK-001,L0039,LVL-001,FE-T03,Front-End,JavaScript,"Functions: declaration, expression",beginner,explanation,https://youtu.be/xUI5Tsl2JpY,https://javascript.info/function-basics,50,Explaining functions,
TRK-001,L0040,LVL-001,FE-T03,Front-End,JavaScript,Arrow Functions,beginner,explanation,https://youtu.be/h33Srr5J9nY,https://javascript.info/arrow-functions-basics,30,Explaining arrow functions,
TRK-001,L0041,LVL-001,FE-T03,Front-End,JavaScript,"Scope: local, global, block",beginner,explanation,https://youtu.be/TkFN6e9ZDMw,https://javascript.info/closure,35,Explaining scope,
TRK-001,L0042,LVL-001,FE-T03,Front-End,JavaScript,Arrays: Creation and Basic Operations,beginner,explanation,https://youtu.be/oigfaZ5ApsM,https://javascript.info/array,45,Explaining arrays,
TRK-001,L0043,LVL-001,FE-T03,Front-End,JavaScript,"Array Methods: push, pop, shift, unshift, splice",beginner,explanation,https://youtu.be/R8RkZGqDFU0,,35,Explaining array methods,
TRK-001,L0044,LVL-001,FE-T03,Front-End,JavaScript,"Objects: Creation, Properties, and Methods",beginner,explanation,https://youtu.be/X0ipw1k7ygU,https://javascript.info/object,45,Explaining objects,
TRK-001,L0045,LVL-001,FE-T03,Front-End,JavaScript,"Loops on Arrays and Objects: for-of, for-in",beginner,explanation,https://youtu.be/a3KHBqH7njs,,30,Explaining for-of and for-in loops,
TRK-001,L0046,LVL-001,FE-T03,Front-End,JavaScript,"String Methods: slice, split, join, replace",beginner,explanation,https://youtu.be/LiuzigJldNo,https://javascript.info/string,35,Explaining string methods,
TRK-001,L0047,LVL-001,FE-T03,Front-End,JavaScript,Math Object and Date Object,beginner,explanation,https://youtu.be/FRmCxj9K7II,,30,Explaining Math and Date objects,
TRK-001,L0048,LVL-001,FE-T03,Front-End,JavaScript,"DOM: Selecting Elements: querySelector, getElementById",beginner,explanation,https://youtu.be/5fb2aPlgoys,https://javascript.info/document,50,Explaining DOM selection,
TRK-001,L0049,LVL-001,FE-T03,Front-End,JavaScript,DOM: Modifying Content and Styles,beginner,explanation,https://youtu.be/5fb2aPlgoys,,40,Explaining DOM manipulation,
TRK-001,L0050,LVL-001,FE-T03,Front-End,JavaScript,"DOM: Events: click, submit, keypress",beginner,explanation,https://youtu.be/XF1_MlZ5l6M,https://javascript.info/introduction-browser-events,45,Explaining React event handling,
TRK-001,L0051,LVL-001,FE-T03,Front-End,JavaScript,Project: Calculator App,beginner,project,https://youtu.be/j59qQ7YWLxw,,60,Calculator app project,
TRK-001,L0052,LVL-001,FE-T03,Front-End,JavaScript,Article: Complete JavaScript.info,beginner,article,,https://javascript.info,0,Best free JavaScript reference,
TRK-001,L0053,LVL-001,FE-T04,Front-End,Git,What is Version Control and the Problem Without It,beginner,explanation,https://youtu.be/RGOj5yH7evk,https://git-scm.com/book/en/v2/Getting-Started-About-Version-Control,30,Introduction to Git,
TRK-001,L0054,LVL-001,FE-T04,Front-End,Git,Installing Git and Setup: config name email,beginner,explanation,https://youtu.be/USjZcfj8yxE,,20,Explaining Git installation and setup,
TRK-001,L0055,LVL-001,FE-T04,Front-End,Git,"Basic Commands: init, status, add, commit",beginner,explanation,https://youtu.be/USjZcfj8yxE,https://git-scm.com/book/en/v2,45,Explaining basic Git commands,
TRK-001,L0056,LVL-001,FE-T04,Front-End,Git,log and diff: Viewing History,beginner,explanation,https://youtu.be/USjZcfj8yxE,,25,Explaining git log and diff,
TRK-001,L0057,LVL-001,FE-T04,Front-End,Git,Branching: Creating and Switching Branches,beginner,explanation,https://youtu.be/e2IbNHi4uCI,https://git-scm.com/book/en/v2/Git-Branching-Branches-in-a-Nutshell,35,Explaining branching,
TRK-001,L0058,LVL-001,FE-T04,Front-End,Git,Merging: Combining Branches,beginner,explanation,https://youtu.be/e2IbNHi4uCI,,30,Explaining DataFrame merging,
TRK-001,L0059,LVL-001,FE-T04,Front-End,Git,GitHub: Creating a Repo and Uploading Projects with push/pull,beginner,explanation,https://youtu.be/nhNq2kIvi9s,https://docs.github.com/en/get-started,45,Explaining GitHub basics,
TRK-001,L0060,LVL-001,FE-T04,Front-End,Git,Article: Official Git Cheat Sheet from GitHub,beginner,article,,https://education.github.com/git-cheat-sheet-education.pdf,0,Git commands cheat sheet,
TRK-001,L0061,LVL-001,FE-T10,Front-End,Tooling,Setting Up the Dev Environment: VS Code and Key Extensions,beginner,explanation,https://youtu.be/VqCgcpAypFQ,https://code.visualstudio.com/docs,30,Explaining VS Code setup,
TRK-001,L0062,LVL-001,FE-T10,Front-End,Tooling,"Browser DevTools: Elements, Console, Network",beginner,explanation,https://youtu.be/x4q86IjJFag,https://developer.chrome.com/docs/devtools,40,Explaining browser DevTools,
TRK-001,L0063,LVL-001,FE-T10,Front-End,Tooling,What is npm and How to Use It,beginner,explanation,https://youtu.be/P3aKRdUyr0s,https://docs.npmjs.com/about-npm,30,Explaining npm package manager,
TRK-001,L0064,LVL-001,FE-T10,Front-End,Tooling,What is Vite and How to Start a Project with It,beginner,explanation,https://youtu.be/LQQ3CR2JTX8,https://vitejs.dev/guide,25,Explaining Vite build tool,
TRK-001,L0065,LVL-001,FE-T10,Front-End,Tooling,Prettier: Automatic Code Formatting,beginner,explanation,https://youtu.be/DqfQ4DPnRqI,https://prettier.io/docs/en/index.html,20,Explaining Prettier formatter,
TRK-001,L0066,LVL-001,FE-T10,Front-End,Tooling,ESLint: Error Detection,beginner,explanation,https://youtu.be/qhuFviJn-es,https://eslint.org/docs/user-guide/getting-started,25,Explaining ESLint linter,
TRK-001,L0067,LVL-001,FE-T10,Front-End,Tooling,What is the Terminal and Key Commands,beginner,explanation,https://youtu.be/yz7nYlnXLfE,,30,Explaining terminal basics,
TRK-001,L0068,LVL-001,FE-T10,Front-End,Tooling,Article: Front-End Developer Roadmap,beginner,article,,https://roadmap.sh/Front-End,0,Front-End developer roadmap,
TRK-001,L0069,LVL-002,FE-T02,Front-End,CSS,CSS Variables: Creating and Using Custom Properties,intermediate,explanation,https://youtu.be/oZPR_78wCnY,https://developer.mozilla.org/en-US/docs/Web/CSS/Using_CSS_custom_properties,35,Explaining CSS custom properties,
TRK-001,L0070,LVL-002,FE-T02,Front-End,CSS,CSS Animations: keyframes animation properties,intermediate,explanation,https://youtu.be/SgmNxE9lWcY,https://web.dev/learn/css/animations,40,Explaining CSS animations,
TRK-001,L0071,LVL-002,FE-T02,Front-End,CSS,CSS Transitions: transition timing functions,intermediate,explanation,https://youtu.be/SgmNxE9lWcY,,30,Explaining CSS transitions,
TRK-001,L0072,LVL-002,FE-T02,Front-End,CSS,Sass/SCSS: Variables Nesting Mixins Extends,intermediate,explanation,https://youtu.be/_a5j7KoflTs,https://sass-lang.com/guide,50,Explaining Sass and SCSS,
TRK-001,L0073,LVL-002,FE-T02,Front-End,CSS,BEM Methodology: Block Element Modifier,intermediate,explanation,https://youtu.be/SLjHSVwXYq4,https://getbem.com/introduction,30,Explaining BEM methodology,
TRK-001,L0074,LVL-002,FE-T02,Front-End,CSS,CSS Architecture: How to Organize CSS Files,intermediate,explanation,https://youtu.be/SLjHSVwXYq4,,30,Explaining CSS architecture,
TRK-001,L0075,LVL-002,FE-T02,Front-End,CSS,Tailwind CSS: Introduction and Basics,intermediate,explanation,https://youtu.be/pfaSUYaSgRo,https://tailwindcss.com/docs,50,Explaining Tailwind CSS basics,
TRK-001,L0076,LVL-002,FE-T02,Front-End,CSS,Tailwind CSS: Responsive and Custom Config,intermediate,explanation,https://youtu.be/pfaSUYaSgRo,,40,Explaining Tailwind responsive and config,
TRK-001,L0077,LVL-002,FE-T02,Front-End,CSS,Project: Professional Landing Page with Sass + BEM,intermediate,project,https://youtu.be/p0bGHP-PXD4,,90,Responsive landing page project,
TRK-001,L0078,LVL-002,FE-T02,Front-End,CSS,Project: Dark/Light Mode Toggle with CSS Variables,intermediate,project,https://youtu.be/wodWDIdV9BY,,50,Dark mode toggle project,
TRK-001,L0079,LVL-002,FE-T03,Front-End,JavaScript,ES6+: Destructuring Assignment,intermediate,explanation,https://youtu.be/NIq3qLaHCIs,https://javascript.info/destructuring-assignment,35,Explaining destructuring assignment,
TRK-001,L0080,LVL-002,FE-T03,Front-End,JavaScript,ES6+: Spread & Rest Operators,intermediate,explanation,https://youtu.be/iLx4ma8ZqvQ,https://javascript.info/rest-parameters-spread,30,Explaining spread and rest operators,
TRK-001,L0081,LVL-002,FE-T03,Front-End,JavaScript,ES6+: Template Literals,intermediate,explanation,https://youtu.be/DG4obitDvUA,https://javascript.info/string#template-literals,20,Explaining template literals,
TRK-001,L0082,LVL-002,FE-T03,Front-End,JavaScript,ES6+: Optional Chaining & Nullish Coalescing,intermediate,explanation,https://youtu.be/v2tJ3nzXh8I,https://javascript.info/optional-chaining,25,Explaining optional chaining,
TRK-001,L0083,LVL-002,FE-T03,Front-End,JavaScript,Array Methods: map filter reduce,intermediate,explanation,https://youtu.be/rRgD1yVwIvE,https://javascript.info/array-methods,50,"Explaining map, filter, and reduce",
TRK-001,L0084,LVL-002,FE-T03,Front-End,JavaScript,Array Methods: find findIndex some every flat,intermediate,explanation,https://youtu.be/R8RkZGqDFU0,,35,"Explaining find, some, every, flat",
TRK-001,L0085,LVL-002,FE-T03,Front-End,JavaScript,Closures in Detail with Practical Examples,intermediate,explanation,https://youtu.be/3a0I8ICR1Vg,https://javascript.info/closure,45,Explaining closures in depth,
TRK-001,L0086,LVL-002,FE-T03,Front-End,JavaScript,Higher Order Functions,intermediate,explanation,https://youtu.be/0aKZvNNf8BA,,35,Explaining higher order functions,
TRK-001,L0087,LVL-002,FE-T03,Front-End,JavaScript,OOP: Classes Constructor Inheritance,intermediate,explanation,https://youtu.be/PFmuCDHHpwk,https://javascript.info/classes,65,Explaining object-oriented programming,
TRK-001,L0088,LVL-002,FE-T03,Front-End,JavaScript,OOP: Encapsulation Polymorphism,intermediate,explanation,https://youtu.be/pTB0EiLXUC8,,45,Explaining advanced OOP concepts,
TRK-001,L0089,LVL-002,FE-T03,Front-End,JavaScript,Asynchronous JS: The Event Loop,intermediate,explanation,https://youtu.be/8aGhZQkoFbQ,https://javascript.info/event-loop,40,Explaining the JavaScript event loop,
TRK-001,L0090,LVL-002,FE-T03,Front-End,JavaScript,Callbacks & Callback Hell,intermediate,explanation,https://youtu.be/PoRJizFvM7s,https://javascript.info/callbacks,35,Explaining callbacks and callback hell,
TRK-001,L0091,LVL-002,FE-T03,Front-End,JavaScript,Promises: then catch finally chaining,intermediate,explanation,https://youtu.be/PoRJizFvM7s,https://javascript.info/promise-basics,50,Explaining promises,
TRK-001,L0092,LVL-002,FE-T03,Front-End,JavaScript,Async/Await in Detail,intermediate,explanation,https://youtu.be/V_Kr9OSfDeU,https://javascript.info/async-await,45,Explaining async/await,
TRK-001,L0093,LVL-002,FE-T03,Front-End,JavaScript,Fetch API: GET POST PUT DELETE,intermediate,explanation,https://youtu.be/cuEtnrL9-H0,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,45,Explaining the Fetch API,
TRK-001,L0094,LVL-002,FE-T03,Front-End,JavaScript,Error Handling: try catch throw custom errors,intermediate,explanation,https://youtu.be/cFTFtuEQ-10,https://javascript.info/error-handling,35,Explaining error handling,
TRK-001,L0095,LVL-002,FE-T03,Front-End,JavaScript,Modules: import export default named,intermediate,explanation,https://youtu.be/cRHQNNcYf6s,https://javascript.info/modules,40,Explaining ES modules,
TRK-001,L0096,LVL-002,FE-T03,Front-End,JavaScript,Local Storage & Session Storage,intermediate,explanation,https://youtu.be/AUOzvFzdIk4,,35,Explaining local and session storage,
TRK-001,L0097,LVL-002,FE-T03,Front-End,JavaScript,Project: Weather App with Fetch API,intermediate,project,https://youtu.be/cuEtnrL9-H0,,70,Weather app project,
TRK-001,L0098,LVL-002,FE-T03,Front-End,JavaScript,Project: Todo App with Local Storage,intermediate,project,https://youtu.be/G0jO8kUrg-I,,75,Todo app with local storage project,
TRK-001,L0099,LVL-002,FE-T03,Front-End,JavaScript,Project: Dynamic Quiz App,intermediate,project,https://youtu.be/riDzcEQbX6k,,80,Dynamic quiz app project,
TRK-001,L0100,LVL-002,FE-T03,Front-End,JavaScript,Article: You Don't Know JS (Free Book),intermediate,article,,https://github.com/getify/You-Dont-Know-JS,0,Deep reference for JavaScript,
TRK-001,L0101,LVL-002,FE-T05,Front-End,React,React: What Is It and Why We Use It,intermediate,explanation,https://youtu.be/Ke90Tje7VS0,https://react.dev/learn,40,Introduction to React,
TRK-001,L0102,LVL-002,FE-T05,Front-End,React,Setting Up a React Project with Vite,intermediate,explanation,https://youtu.be/LQQ3CR2JTX8,https://vitejs.dev/guide,25,Explaining project setup with Vite,
TRK-001,L0103,LVL-002,FE-T05,Front-End,React,JSX: Writing HTML Inside JavaScript,intermediate,explanation,https://youtu.be/7fPXI_MnBOY,https://react.dev/learn/writing-markup-with-jsx,35,Explaining JSX syntax,
TRK-001,L0104,LVL-002,FE-T05,Front-End,React,Components: Function Components,intermediate,explanation,https://youtu.be/jh5azDQ52rM,https://react.dev/learn/your-first-component,40,Explaining React components,
TRK-001,L0105,LVL-002,FE-T05,Front-End,React,Props: Passing Data to Components,intermediate,explanation,https://youtu.be/jh5azDQ52rM,https://react.dev/learn/passing-props-to-a-component,35,Explaining React props,
TRK-001,L0106,LVL-002,FE-T05,Front-End,React,State & useState: Managing Component Data,intermediate,explanation,https://youtu.be/35lXWvCuM8o,https://react.dev/learn/state-a-components-memory,50,Explaining useState hook,
TRK-001,L0107,LVL-002,FE-T05,Front-End,React,Conditional Rendering: if ternary &&,intermediate,explanation,https://youtu.be/7o5FPaVA9m0,https://react.dev/learn/conditional-rendering,30,Explaining conditional rendering,
TRK-001,L0108,LVL-002,FE-T05,Front-End,React,Rendering Lists: map and key,intermediate,explanation,https://youtu.be/7o5FPaVA9m0,https://react.dev/learn/rendering-lists,30,Explaining Python lists,
TRK-001,L0109,LVL-002,FE-T05,Front-End,React,Handling Events in React,intermediate,explanation,https://youtu.be/Znqv84xi8Vs,https://react.dev/learn/responding-to-events,35,Explaining React event handling,
TRK-001,L0110,LVL-002,FE-T05,Front-End,React,Forms: Controlled Components,intermediate,explanation,https://youtu.be/IkMND33x0qQ,https://react.dev/learn/reacting-to-input-with-state,40,Explaining controlled form components,
TRK-001,L0111,LVL-002,FE-T05,Front-End,React,useEffect: Side Effects and Lifecycle,intermediate,explanation,https://youtu.be/0ZJgIjIuY7U,https://react.dev/learn/synchronizing-with-effects,55,Explaining useEffect hook,
TRK-001,L0112,LVL-002,FE-T05,Front-End,React,useEffect: Fetching Data from API,intermediate,explanation,https://youtu.be/00lxm_doFYw,https://react.dev/learn/you-might-not-need-an-effect,45,Explaining data fetching in React,
TRK-001,L0113,LVL-002,FE-T05,Front-End,React,useRef: Accessing DOM Elements,intermediate,explanation,https://youtu.be/t2ypzz6gzmg,https://react.dev/learn/referencing-values-with-refs,30,Explaining useRef hook,
TRK-001,L0114,LVL-002,FE-T05,Front-End,React,Lifting State Up: Sharing State Between Components,intermediate,explanation,https://youtu.be/HF4o9KAZNxw,https://react.dev/learn/sharing-state-between-components,35,Explaining lifting state up,
TRK-001,L0115,LVL-002,FE-T05,Front-End,React,Component Composition: Children Prop,intermediate,explanation,https://youtu.be/NK-B1QMNmDo,https://react.dev/learn/passing-jsx-as-children,30,Explaining component composition,
TRK-001,L0116,LVL-002,FE-T05,Front-End,React,React Router v6: Navigating Between Pages,intermediate,explanation,https://youtu.be/Law7wfdg_ls,https://reactrouter.com/en/main/start/tutorial,60,Explaining React Router v6,
TRK-001,L0117,LVL-002,FE-T05,Front-End,React,React Router: Params & Nested Routes,intermediate,explanation,https://youtu.be/Law7wfdg_ls,,40,Explaining params and nested routes,
TRK-001,L0118,LVL-002,FE-T05,Front-End,React,Project: Movie Search App with API,intermediate,project,https://youtu.be/b9eMGE7QtTk,,90,Movie search app project,
TRK-001,L0119,LVL-002,FE-T05,Front-End,React,Project: Budget Tracker App,intermediate,project,https://youtu.be/aeYxBd96iBs,,100,Budget tracker app project,
TRK-001,L0120,LVL-002,FE-T05,Front-End,React,Project: Recipe Finder App,intermediate,project,https://youtu.be/u6gSSpfsoOQ,,85,Recipe finder app project,
TRK-001,L0121,LVL-002,FE-T05,Front-End,React,Project: Complete Notes App,intermediate,project,https://youtu.be/01YKQmia2Jw,,80,Notes app project,
TRK-001,L0122,LVL-002,FE-T05,Front-End,React,Article: React Official Docs - Learn,intermediate,article,,https://react.dev/learn,0,Official Python tutorial,
TRK-001,L0123,LVL-002,FE-T04,Front-End,Git,Branching Strategies: Feature Branch Workflow,intermediate,explanation,https://youtu.be/aJnFGMclhU8,https://www.atlassian.com/git/tutorials/comparing-workflows,35,Explaining branching strategies,
TRK-001,L0124,LVL-002,FE-T04,Front-End,Git,Merging vs Rebasing: The Difference and When to Use Each,intermediate,explanation,https://youtu.be/CRlGDDprdOQ,https://www.atlassian.com/git/tutorials/merging-vs-rebasing,40,Explaining merging vs rebasing,
TRK-001,L0125,LVL-002,FE-T04,Front-End,Git,Resolving Merge Conflicts,intermediate,explanation,https://youtu.be/xNVM5UxlFSA,,30,Explaining merge conflict resolution,
TRK-001,L0126,LVL-002,FE-T04,Front-End,Git,Pull Requests & Code Review on GitHub,intermediate,explanation,https://youtu.be/8lGpZkjnkt4,https://docs.github.com/en/pull-requests,40,Explaining pull requests and code review,
TRK-001,L0127,LVL-002,FE-T04,Front-End,Git,GitHub Issues & Project Boards,intermediate,explanation,https://youtu.be/TKJ4RdhyB5Y,https://docs.github.com/en/issues,30,Explaining GitHub issues and project boards,
TRK-001,L0128,LVL-002,FE-T04,Front-End,Git,GitHub Pages: Deploy Your Projects for Free,intermediate,explanation,https://youtu.be/RaKX4A5EiQo,https://pages.github.com,30,Explaining GitHub Pages deployment,
TRK-001,L0129,LVL-002,FE-T04,Front-End,Git,.gitignore and Professional README.md,intermediate,explanation,https://youtu.be/v9vT2odfZnE,,25,Explaining gitignore and README,
TRK-001,L0130,LVL-002,FE-T04,Front-End,Git,Article: Free Pro Git Book,intermediate,article,,https://git-scm.com/book/en/v2,0,Most comprehensive free Git reference,
TRK-001,L0131,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: What Is It and Why We Use It,advanced,tutorial,https://youtu.be/BCg4U1FzODs,https://www.typescriptlang.org/docs/handbook/intro.html,40,Introduction to TypeScript,
TRK-001,L0132,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Basic Types & Type Annotations,advanced,tutorial,https://youtu.be/d56mG7DezGs,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,45,Explaining TypeScript types and annotations,
TRK-001,L0133,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Interfaces & Type Aliases,advanced,tutorial,https://youtu.be/d56mG7DezGs,https://www.typescriptlang.org/docs/handbook/2/objects.html,40,Explaining interfaces and type aliases,
TRK-001,L0134,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Union & Intersection Types,advanced,tutorial,https://youtu.be/Pd4KJMdGqyA,,35,Explaining union and intersection types,
TRK-001,L0135,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Enums,advanced,tutorial,https://youtu.be/d56mG7DezGs,https://www.typescriptlang.org/docs/handbook/enums.html,25,Explaining enums,
TRK-001,L0136,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Generics,advanced,tutorial,https://youtu.be/nViEqpgwxHE,https://www.typescriptlang.org/docs/handbook/2/generics.html,45,Explaining generics,
TRK-001,L0137,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Utility Types: Partial Omit Pick,advanced,tutorial,https://youtu.be/Pd4KJMdGqyA,https://www.typescriptlang.org/docs/handbook/utility-types.html,40,Explaining utility types,
TRK-001,L0138,LVL-003,FE-T06,Front-End,TypeScript,TypeScript: Type Guards & Narrowing,advanced,tutorial,https://youtu.be/A-vAVkoAmMk,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,35,Explaining type guards and narrowing,
TRK-001,L0139,LVL-003,FE-T06,Front-End,TypeScript,"TypeScript with React: Props, State, Events",advanced,tutorial,https://youtu.be/FJDVKeh7RJI,https://react.dev/learn/typescript,50,Explaining TypeScript with React,
